x;y;sp;ref;obs
-48.808;-25.383;Anoura caudifer;Muylaert et al.;2017
-48.716667;-25.75;Anoura caudifer;Muylaert et al.;2017
-49.08;-27.06;Anoura caudifer;Muylaert et al.;2017
-49.185358;-27.109626;Anoura caudifer;Muylaert et al.;2017
-49.25528;-28.48361;Anoura caudifer;Muylaert et al.;2017
-49.525556;-28.489444;Anoura caudifer;UNESC;-
-48.794167;-26.471667;Anoura caudifer;UNESC;-
-49.432222;-28.69;Anoura caudifer;UNESC;-
-48.788333;-26.099167;Anoura caudifer;UNESC;-
-49.444167;-26.591944;Anoura caudifer;UNESC;-
-49.928611;-28.788333;Anoura caudifer;UNESC;-
-49.266667;-28.533333;Anoura caudifer;UNESC;-
-48.9795;-27.437029;Anoura caudifer;FURB;-
-49.1287395;-27.9041185;Anoura caudifer;FURB;-
-48.66960526;-27.49944032;Anoura caudifer;FURB;-
-49.09315;-27.052057;Anoura caudifer;FURB;-
-49.485014;-26.713041;Anoura caudifer;FURB;-
-48.50532532;-27.61540601;Anoura caudifer;FURB;-
-48.8545202;-26.0294904;Anoura caudifer;FURB;-
-49.0294468;-26.8652381;Anoura caudifer;FURB;-
-48.93949986;-26.88020099;Anoura caudifer;FURB;-
-48.9566824;-26.9307306;Anoura caudifer;FURB;-
-48.551539;-27.316626;Anoura caudifer;FURB;-
-49.002628;-26.468753;Anoura caudifer;FURB;-
-48.2983017;-25.29002539;Anoura caudifer;FURB;-
-49.520352;-27.133467;Anoura caudifer;FURB;-
-49.2318821;-26.93140602;Anoura caudifer;FURB;-
-49.963;-26.493;Anoura caudifer;FURB;-
-49.5306;-27.1353;Anoura caudifer;FURB;-
-48.9967;-26.7644;Anoura caudifer;FURB;-
-49.5167;-28.6167;Anoura caudifer;FURB;-
-48.675;-26.7561;Anoura caudifer;FURB;-
-48.5528;-27.1581;Anoura caudifer;FURB;-
-49.7;-29.1361;Anoura caudifer;FURB;-
-48.808186;-27.730043;Anoura caudifer;FURB;-
-49.2832;-26.2563;Anoura caudifer;FURB;-
-48.530879;-26.26817;Anoura caudifer;FURB;-
-49.55376;-28.607792;Anoura caudifer;FURB;-
-49.8472;-28.8303;Anoura caudifer;B?lla et al.;2017
-49.5;-28.65;Anoura caudifer;B?lla et al.;2017
-49.4333;-28.5833;Anoura caudifer;B?lla et al.;2017
-49.4575;-28.5156;Anoura caudifer;B?lla et al.;2017
-49.3167;-28.5167;Anoura caudifer;B?lla et al.;2017
-49.185;-28.4358;Anoura caudifer;Carvalho et al.;2013
-48.75;-25.216667;Anoura caudifer;Miretzki;2003
-48.916667;-25.433333;Anoura caudifer;Miretzki;2003
-48.516667;-25.65;Anoura caudifer;Miretzki;2003
-48.833333;-25.466667;Anoura caudifer;Miretzki;2003
-49.863794;-29.367134;Anoura caudifer;Noronha;2016
-49.937757;-29.210591;Anoura caudifer;Noronha;2016
-50.214467;-29.650516;Anoura caudifer;Noronha;2016
-50.261588;-29.89222;Anoura caudifer;Noronha;2016
-50.52658;-29.826862;Anoura caudifer;Noronha;2016
-49.832478;-29.301122;Anoura caudifer;Noronha;2016
-48.552777;-25.582322;Anoura caudifer;Gon?alves et al;2018
-48.785556;-26.111944;Anoura caudifer;Gon?alves et al;2018
-48.670556;-26.2775;Anoura caudifer;Gon?alves et al;2018
-48.895278;-26.486944;Anoura caudifer;Gon?alves et al;2018
-48.686667;-26.843333;Anoura caudifer;Gon?alves et al;2018
-48.541389;-27.300556;Anoura caudifer;Gon?alves et al;2018
-49.3;-28.533333;Anoura caudifer;Gon?alves et al;2018
-49.395;-28.594167;Anoura caudifer;Gon?alves et al;2018
-49.411389;-28.713889;Anoura caudifer;Gon?alves et al;2018
-49.757778;-28.828333;Anoura caudifer;Gon?alves et al;2018
-50.046389;-29.202222;Anoura caudifer;Gon?alves et al;2018
-48.91667;-25.75;Anoura caudifer;GBIF;https://doi.org/10.15468/dl.jsp88q
-48.640786;-26.082798;Anoura caudifer;Sipinski e Reis;1995
-49.07266;-26.921735;Anoura caudifer;Gruener et al;2012
-49.149167;-27.05;Anoura caudifer;Althoff;2007
-49.111944;-27.059167;Anoura caudifer;Althoff;2007
-49.104868;-26.88503;Anoura caudifer;Cherem et al.;2004
-48.537919;-27.595594;Anoura caudifer;Cherem et al.;2004
-48.840653;-26.301041;Anoura caudifer;Cherem et al.;2004
-49.49884;-28.63749;Anoura caudifer;Cherem et al.;2004
-48.542233;-27.154636;Anoura caudifer;Cherem et al.;2004
-49.720348;-29.135455;Anoura caudifer;Cherem et al.;2004
-49.425789;-28.599817;Anoura caudifer;Cherem et al.;2004
-48.787897;-26.838218;Anoura caudifer;FURB;-
-49.177389;-26.871494;Anoura caudifer;FURB;-
-48.798359;-26.848146;Anoura caudifer;FURB;-
-48.99853;-26.874073;Anoura caudifer;FURB;-
-49.051223;-26.8561;Anoura caudifer;FURB;-
-49.188794;-26.872615;Anoura caudifer;FURB;-
-49.047826;-26.86757;Anoura caudifer;FURB;-
-48.971771;-26.904423;Anoura caudifer;FURB;-
-49.018005;-26.877489;Anoura caudifer;FURB;-
-48.968381;-26.918346;Anoura caudifer;FURB;-
-48.974377;-26.454371;Anoura caudifer;FURB;-
-48.981077;-26.443346;Anoura caudifer;FURB;-
-48.607589;-26.27853;Anoura caudifer;FURB;-
-48.536147;-27.748969;Anoura caudifer;FURB;-
-49.091614;-26.526028;Anoura caudifer;Portal_Da_Biodiversidade;128433
-48.919167;-25.439444;Anoura caudifer;Portal_Da_Biodiversidade;11520
-48.801111;-25.368611;Anoura caudifer;Portal_Da_Biodiversidade;28820
-48.547894;-25.595092;Anoura caudifer;Portal_Da_Biodiversidade;366379
-48.724881;-25.756842;Anoura caudifer;Portal_Da_Biodiversidade;366410
-48.559167;-25.593333;Anoura caudifer;Portal_Da_Biodiversidade;33060
-51.29;-25.111942;Anoura caudifer;Portal_Da_Biodiversidade;726278
-51.29;-25.111944;Anoura caudifer;Portal_Da_Biodiversidade;726279
-50.203292;-29.67925;Anoura caudifer;Portal_Da_Biodiversidade;9974
-49.202493;-27.11066;Anoura caudifer;Portal_Da_Biodiversidade;452940
-49.379038;-26.250757;Anoura caudifer;Portal_Da_Biodiversidade;525299
-48.283331;-25.15;Anoura caudifer;Portal_Da_Biodiversidade;549258
-48.524964;-26.250692;Anoura caudifer;Portal_Da_Biodiversidade;308930
-49.199722;-27.064167;Anoura caudifer;Portal_Da_Biodiversidade;735777
-49.666667;-26.7;Anoura caudifer;Portal_Da_Biodiversidade;82451
-48.805942;-27.734342;Anoura caudifer;Portal_Da_Biodiversidade;955470
-49.5175;-27.056667;Anoura caudifer;Portal_Da_Biodiversidade;956554
-49.378333;-26.25;Anoura caudifer;Portal_Da_Biodiversidade;956723
-48.808;-25.383;Anoura geoffroyi;Muylaert et al.;2017
-48.91900376;-25.4405836;Anoura geoffroyi;Muylaert et al.;2017
-48.519167;-25.785;Anoura geoffroyi;Muylaert et al.;2017
-49.08;-27.06;Anoura geoffroyi;Muylaert et al.;2017
-49.185358;-27.109626;Anoura geoffroyi;Muylaert et al.;2017
-49.25528;-28.48361;Anoura geoffroyi;Muylaert et al.;2017
-48.542222;-27.3;Anoura geoffroyi;UNESC;-
-49.928611;-28.788333;Anoura geoffroyi;UNESC;-
-49.266667;-28.533333;Anoura geoffroyi;UNESC;-
-49.09315;-27.052057;Anoura geoffroyi;FURB;-
-49.0658025;-26.9195567;Anoura geoffroyi;FURB;-
-49.0545355;-25.3046032;Anoura geoffroyi;FURB;-
-49.252428;-26.427656;Anoura geoffroyi;FURB;-
-48.49650621;-27.77898709;Anoura geoffroyi;FURB;-
-48.9566824;-26.9307306;Anoura geoffroyi;FURB;-
-49.0294468;-26.8652381;Anoura geoffroyi;FURB;-
-48.6643444;-28.241827;Anoura geoffroyi;FURB;-
-49.2318821;-26.93140602;Anoura geoffroyi;FURB;-
-49.963;-26.493;Anoura geoffroyi;FURB;-
-48.69;-27.72;Anoura geoffroyi;FURB;-
-49.2832;-26.2563;Anoura geoffroyi;FURB;-
-48.530879;-26.26817;Anoura geoffroyi;FURB;-
-49.8472;-28.8303;Anoura geoffroyi;B?lla et al.;2017
-49.4575;-28.5156;Anoura geoffroyi;B?lla et al.;2017
-49.3167;-28.5167;Anoura geoffroyi;B?lla et al.;2017
-49.185;-28.4358;Anoura geoffroyi;Carvalho et al.;2013
-48.5;-25.666667;Anoura geoffroyi;Miretzki;2003
-48.983333;-25.483333;Anoura geoffroyi;Miretzki;2003
-50.033333;-25.25;Anoura geoffroyi;Miretzki;2003
-48.85;-25.433333;Anoura geoffroyi;Miretzki;2003
-49.283333;-25.466667;Anoura geoffroyi;Miretzki;2003
-49.863794;-29.367134;Anoura geoffroyi;Noronha;2016
-50.261588;-29.89222;Anoura geoffroyi;Noronha;2016
-49.832478;-29.301122;Anoura geoffroyi;Noronha;2016
-49.94439;-29.442606;Anoura geoffroyi;Noronha;2016
-48.670556;-26.2775;Anoura geoffroyi;Gon?alves et al;2018
-49.3;-28.533333;Anoura geoffroyi;Gon?alves et al;2018
-49.757778;-28.828333;Anoura geoffroyi;Gon?alves et al;2018
-48.91667;-25.75;Anoura geoffroyi;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.149167;-27.05;Anoura geoffroyi;Althoff;2007
-49.111944;-27.059167;Anoura geoffroyi;Althoff;2007
-49.104868;-26.88503;Anoura geoffroyi;Cherem et al.;2004
-48.537919;-27.595594;Anoura geoffroyi;Cherem et al.;2004
-49.01014;-26.871999;Anoura geoffroyi;FURB;-
-48.99853;-26.874073;Anoura geoffroyi;FURB;-
-48.6177;-26.276569;Anoura geoffroyi;FURB;-
-49.091614;-26.526028;Anoura geoffroyi;Portal_Da_Biodiversidade;128390
-48.801111;-25.368611;Anoura geoffroyi;Portal_Da_Biodiversidade;28776
-48.919167;-25.439444;Anoura geoffroyi;Portal_Da_Biodiversidade;33075
-49.183331;-28.433331;Anoura geoffroyi;Portal_Da_Biodiversidade;146394
-48.283331;-25.15;Anoura geoffroyi;Portal_Da_Biodiversidade;549256
-49.5175;-27.056667;Anoura geoffroyi;Portal_Da_Biodiversidade;956555
-49.378333;-26.25;Anoura geoffroyi;Portal_Da_Biodiversidade;956728
-48.808;-25.383;Artibeus fimbriatus;Muylaert et al.;2017
-48.91900376;-25.4405836;Artibeus fimbriatus;Muylaert et al.;2017
-48.716667;-25.75;Artibeus fimbriatus;Muylaert et al.;2017
-48.519167;-25.785;Artibeus fimbriatus;Muylaert et al.;2017
-48.64523742;-26.08014768;Artibeus fimbriatus;Muylaert et al.;2017
-49.072207;-26.902824;Artibeus fimbriatus;Muylaert et al.;2017
-49.08;-27.06;Artibeus fimbriatus;Muylaert et al.;2017
-49.185358;-27.109626;Artibeus fimbriatus;Muylaert et al.;2017
-53.40998121;-27.36189731;Artibeus fimbriatus;Muylaert et al.;2017
-49.25528;-28.48361;Artibeus fimbriatus;Muylaert et al.;2017
-48.983333;-28.6;Artibeus fimbriatus;UNESC;-
-48.453889;-27.504444;Artibeus fimbriatus;UNESC;-
-48.690278;-26.871111;Artibeus fimbriatus;UNESC;-
-48.686944;-26.839167;Artibeus fimbriatus;UNESC;-
-48.794167;-26.471667;Artibeus fimbriatus;UNESC;-
-48.613056;-27.409444;Artibeus fimbriatus;UNESC;-
-49.432222;-28.69;Artibeus fimbriatus;UNESC;-
-49.266667;-28.533333;Artibeus fimbriatus;UNESC;-
-49.411389;-28.714167;Artibeus fimbriatus;UNESC;-
-48.552222;-26.18;Artibeus fimbriatus;UNESC;-
-48.935833;-28.604722;Artibeus fimbriatus;UNESC;-
-50.9866047;-27.6270557;Artibeus fimbriatus;FURB;-
-53.0112648;-27.24547299;Artibeus fimbriatus;FURB;-
-48.9795;-27.437029;Artibeus fimbriatus;FURB;-
-49.09315;-27.052057;Artibeus fimbriatus;FURB;-
-49.114639;-26.865036;Artibeus fimbriatus;FURB;-
-49.0658025;-26.9195567;Artibeus fimbriatus;FURB;-
-48.5294135;-27.1793352;Artibeus fimbriatus;FURB;-
-52.8740195;-27.1728962;Artibeus fimbriatus;FURB;-
-52.7082221;-27.166352;Artibeus fimbriatus;FURB;-
-49.3248697;-28.6007346;Artibeus fimbriatus;FURB;-
-52.7028055;-26.9058932;Artibeus fimbriatus;FURB;-
-49.252428;-26.427656;Artibeus fimbriatus;FURB;-
-49.485014;-26.713041;Artibeus fimbriatus;FURB;-
-48.50532532;-27.61540601;Artibeus fimbriatus;FURB;-
-48.53343487;-27.73140099;Artibeus fimbriatus;FURB;-
-48.5500595;-27.5929253;Artibeus fimbriatus;FURB;-
-48.52124829;-27.60041275;Artibeus fimbriatus;FURB;-
-48.49650621;-27.77898709;Artibeus fimbriatus;FURB;-
-49.0294468;-26.8652381;Artibeus fimbriatus;FURB;-
-48.9566824;-26.9307306;Artibeus fimbriatus;FURB;-
-48.93949986;-26.88020099;Artibeus fimbriatus;FURB;-
-48.551539;-27.316626;Artibeus fimbriatus;FURB;-
-48.7308594;-25.6155819;Artibeus fimbriatus;FURB;-
-49.520352;-27.133467;Artibeus fimbriatus;FURB;-
-49.2318821;-26.93140602;Artibeus fimbriatus;FURB;-
-49.7603204;-28.999338;Artibeus fimbriatus;FURB;-
-49.5306;-27.1353;Artibeus fimbriatus;FURB;-
-49.5167;-28.6167;Artibeus fimbriatus;FURB;-
-48.69;-27.72;Artibeus fimbriatus;FURB;-
-48.3888;-25.5498;Artibeus fimbriatus;FURB;-
-48.5528;-27.1581;Artibeus fimbriatus;FURB;-
-49.6431;-27.2144;Artibeus fimbriatus;FURB;-
-48.808186;-27.730043;Artibeus fimbriatus;FURB;-
-49.2832;-26.2563;Artibeus fimbriatus;FURB;-
-52.543247;-26.614074;Artibeus fimbriatus;FURB;-
-48.655193;-26.29824;Artibeus fimbriatus;FURB;-
-48.530879;-26.26817;Artibeus fimbriatus;FURB;-
-48.6275;-27.6153;Artibeus fimbriatus;FURB;-
-49.55376;-28.607792;Artibeus fimbriatus;FURB;-
-51.293763;-27.100498;Artibeus fimbriatus;FURB;-
-49.2117;-26.7681;Artibeus fimbriatus;FURB;-
-49.2967;-26.8017;Artibeus fimbriatus;FURB;-
-49.8472;-28.8303;Artibeus fimbriatus;B?lla et al.;2017
-49.5;-28.65;Artibeus fimbriatus;B?lla et al.;2017
-49.378141;-28.68426;Artibeus fimbriatus;B?lla et al.;2017
-49.024953;-28.616736;Artibeus fimbriatus;Carvalho et al.;2009
-49.3167;-28.5167;Artibeus fimbriatus;B?lla et al.;2017
-49.185;-28.4358;Artibeus fimbriatus;Carvalho et al.;2013
-49.233333;-25.383333;Artibeus fimbriatus;Miretzki;2003
-49.266667;-25.416667;Artibeus fimbriatus;Miretzki;2003
-49.183333;-25.916667;Artibeus fimbriatus;Miretzki;2003
-48.433333;-25.183333;Artibeus fimbriatus;Miretzki;2003
-48.75;-25.75;Artibeus fimbriatus;Miretzki;2003
-48.866667;-25.416667;Artibeus fimbriatus;Miretzki;2003
-48.833333;-25.466667;Artibeus fimbriatus;Miretzki;2003
-48.5;-25.516667;Artibeus fimbriatus;Miretzki;2003
-48.85;-25.433333;Artibeus fimbriatus;Miretzki;2003
-48.566667;-25.8;Artibeus fimbriatus;Miretzki;2003
-53.18345;-27.361935;Artibeus fimbriatus;Noronha;2016
-49.863794;-29.367134;Artibeus fimbriatus;Noronha;2016
-49.937757;-29.210591;Artibeus fimbriatus;Noronha;2016
-50.261588;-29.89222;Artibeus fimbriatus;Noronha;2016
-50.455817;-29.641954;Artibeus fimbriatus;Noronha;2016
-50.779692;-29.655167;Artibeus fimbriatus;Noronha;2016
-49.832478;-29.301122;Artibeus fimbriatus;Noronha;2016
-53.896539;-27.250267;Artibeus fimbriatus;Noronha;2016
-50.588729;-29.451421;Artibeus fimbriatus;Noronha;2016
-54.65;-27.033333;Artibeus fimbriatus;Barquez;1999
-48.552777;-25.582322;Artibeus fimbriatus;Gon?alves et al;2018
-48.670556;-26.2775;Artibeus fimbriatus;Gon?alves et al;2018
-48.895278;-26.486944;Artibeus fimbriatus;Gon?alves et al;2018
-48.696389;-26.729722;Artibeus fimbriatus;Gon?alves et al;2018
-48.541389;-27.300556;Artibeus fimbriatus;Gon?alves et al;2018
-48.620278;-27.427222;Artibeus fimbriatus;Gon?alves et al;2018
-48.466111;-27.516944;Artibeus fimbriatus;Gon?alves et al;2018
-49.524444;-28.489167;Artibeus fimbriatus;Gon?alves et al;2018
-49.3;-28.533333;Artibeus fimbriatus;Gon?alves et al;2018
-48.973333;-28.585278;Artibeus fimbriatus;Gon?alves et al;2018
-48.988611;-28.633333;Artibeus fimbriatus;Gon?alves et al;2018
-49.703889;-28.672222;Artibeus fimbriatus;Gon?alves et al;2018
-49.929722;-28.788611;Artibeus fimbriatus;Gon?alves et al;2018
-50.046389;-29.202222;Artibeus fimbriatus;Gon?alves et al;2018
-49.733605;-27.217792;Artibeus fimbriatus;GBIF;https://doi.org/10.15468/dl.jsp88q
-48.91667;-25.75;Artibeus fimbriatus;GBIF;https://doi.org/10.15468/dl.jsp88q
-49.083333;-26.916667;Artibeus fimbriatus;Gruener et al;2012
-49.149167;-27.05;Artibeus fimbriatus;Althoff;2007
-49.111944;-27.059167;Artibeus fimbriatus;Althoff;2007
-49.104868;-26.88503;Artibeus fimbriatus;Cherem et al.;2004
-48.537919;-27.595594;Artibeus fimbriatus;Cherem et al.;2004
-49.147958;-28.559057;Artibeus fimbriatus;Cherem et al.;2004
-48.816667;-27.716667;Artibeus fimbriatus;Cherem et al.;2011
-53.878976;-25.458903;Artibeus fimbriatus;Sekiama et al;2001
-48.798359;-26.848146;Artibeus fimbriatus;FURB;-
-48.78262;-26.83744;Artibeus fimbriatus;FURB;-
-48.99853;-26.874073;Artibeus fimbriatus;FURB;-
-49.007635;-26.869085;Artibeus fimbriatus;FURB;-
-49.051223;-26.8561;Artibeus fimbriatus;FURB;-
-49.177389;-26.871494;Artibeus fimbriatus;FURB;-
-49.188794;-26.872615;Artibeus fimbriatus;FURB;-
-48.968381;-26.918346;Artibeus fimbriatus;FURB;-
-49.044091;-26.864747;Artibeus fimbriatus;FURB;-
-49.018005;-26.877489;Artibeus fimbriatus;FURB;-
-48.971771;-26.904423;Artibeus fimbriatus;FURB;-
-48.974377;-26.454371;Artibeus fimbriatus;FURB;-
-48.981077;-26.443346;Artibeus fimbriatus;FURB;-
-48.607589;-26.27853;Artibeus fimbriatus;FURB;-
-48.6177;-26.276569;Artibeus fimbriatus;FURB;-
-48.536147;-27.748969;Artibeus fimbriatus;FURB;-
-48.515436;-27.741461;Artibeus fimbriatus;FURB;-
-48.508023;-27.720043;Artibeus fimbriatus;FURB;-
-49.091614;-26.526028;Artibeus fimbriatus;Portal_Da_Biodiversidade;128363
-48.990833;-25.515556;Artibeus fimbriatus;Portal_Da_Biodiversidade;11419
-48.573461;-26.367483;Artibeus fimbriatus;Portal_Da_Biodiversidade;473608
-48.570911;-26.3651;Artibeus fimbriatus;Portal_Da_Biodiversidade;473629
-48.801111;-25.368611;Artibeus fimbriatus;Portal_Da_Biodiversidade;28777
-48.547894;-25.595092;Artibeus fimbriatus;Portal_Da_Biodiversidade;366380
-48.724881;-25.756842;Artibeus fimbriatus;Portal_Da_Biodiversidade;366407
-51.482778;-25.354444;Artibeus fimbriatus;Portal_Da_Biodiversidade;418289
-48.919167;-25.439444;Artibeus fimbriatus;Portal_Da_Biodiversidade;33079
-51.29;-25.111942;Artibeus fimbriatus;Portal_Da_Biodiversidade;726285
-50.04675;-29.201194;Artibeus fimbriatus;Portal_Da_Biodiversidade;917037
-51.016667;-30.066667;Artibeus fimbriatus;Portal_Da_Biodiversidade;198378
-51.116667;-29.366667;Artibeus fimbriatus;Portal_Da_Biodiversidade;165507
-49.426953;-28.704589;Artibeus fimbriatus;Portal_Da_Biodiversidade;43917
-48.283331;-25.15;Artibeus fimbriatus;Portal_Da_Biodiversidade;549243
-49.515175;-27.038206;Artibeus fimbriatus;Portal_Da_Biodiversidade;308931
-49.292767;-26.441028;Artibeus fimbriatus;Portal_Da_Biodiversidade;308934
-48.697992;-26.244556;Artibeus fimbriatus;Portal_Da_Biodiversidade;308950
-51.265803;-27.101456;Artibeus fimbriatus;Portal_Da_Biodiversidade;308956
-48.524964;-26.250692;Artibeus fimbriatus;Portal_Da_Biodiversidade;308963
-52.544278;-26.652981;Artibeus fimbriatus;Portal_Da_Biodiversidade;308971
-49.57105;-27.036117;Artibeus fimbriatus;Portal_Da_Biodiversidade;308986
-49.066389;-26.919722;Artibeus fimbriatus;Portal_Da_Biodiversidade;955343
-48.805942;-27.734342;Artibeus fimbriatus;Portal_Da_Biodiversidade;955471
-49.5175;-27.056667;Artibeus fimbriatus;Portal_Da_Biodiversidade;956568
-49.378333;-26.25;Artibeus fimbriatus;Portal_Da_Biodiversidade;956733
-48.808;-25.383;Artibeus lituratus;Muylaert et al.;2017
-48.91900376;-25.4405836;Artibeus lituratus;Muylaert et al.;2017
-48.716667;-25.75;Artibeus lituratus;Muylaert et al.;2017
-48.519167;-25.785;Artibeus lituratus;Muylaert et al.;2017
-48.64523742;-26.08014768;Artibeus lituratus;Muylaert et al.;2017
-49.072207;-26.902824;Artibeus lituratus;Muylaert et al.;2017
-49.08;-27.06;Artibeus lituratus;Muylaert et al.;2017
-49.185358;-27.109626;Artibeus lituratus;Muylaert et al.;2017
-53.40998121;-27.36189731;Artibeus lituratus;Muylaert et al.;2017
-50.75206644;-27.88195243;Artibeus lituratus;Muylaert et al.;2017
-49.25528;-28.48361;Artibeus lituratus;Muylaert et al.;2017
-49.36722222;-28.67444444;Artibeus lituratus;Muylaert et al.;2017
-48.983333;-28.6;Artibeus lituratus;UNESC;-
-49.525556;-28.489444;Artibeus lituratus;UNESC;-
-48.453889;-27.504444;Artibeus lituratus;UNESC;-
-48.690278;-26.871111;Artibeus lituratus;UNESC;-
-48.686944;-26.839167;Artibeus lituratus;UNESC;-
-48.794167;-26.471667;Artibeus lituratus;UNESC;-
-48.613056;-27.409444;Artibeus lituratus;UNESC;-
-49.432222;-28.69;Artibeus lituratus;UNESC;-
-49.309722;-28.781111;Artibeus lituratus;UNESC;-
-49.411389;-28.714167;Artibeus lituratus;UNESC;-
-49.444167;-26.591944;Artibeus lituratus;UNESC;-
-49.266667;-28.533333;Artibeus lituratus;UNESC;-
